Area,Beds,Baths,Toilets,Price
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"4,200,000"
Ajah,1,1,1,"40,000,000"
Ajah,6,6,6,"55,000,000"
Ajah,3,3,4,"30,000,000"
Ajah,4,4,5,"30,000,000"
Ajah,4,5,5,"55,000,000"
Ajah,4,4,5,"50,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,1,1,1,"50,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,3,3,4,"30,000,000"
Ajah,0,0,0,"13,000,000"
Ajah,3,3,3,"8,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"170,000,000"
Ajah,0,0,0,"17,000,000"
Ajah,0,0,0,"2,700,000,000"
Ajah,8,8,8,"80,000,000"
Ajah,5,5,6,"80,000,000"
Ajah,3,3,4,"60,000,000"
Ajah,0,0,0,"13,500,000"
Ajah,0,0,0,"17,000,000"
Ajah,7,0,0,"40,000,000"
Ajah,1,1,1,"100,000,000"
Ajah,9,2,2,"10,000,000/day"
Ajah,3,3,3,"27,500,000/day"
Ajah,0,0,0,"220,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,4,4,4,"25,000,000"
Ajah,3,3,3,"12,000,000/day"
Ajah,3,3,3,"18,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,4,4,4,"42,000,000"
Ajah,5,5,6,"70,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,3,3,3,"13,000,000/day"
Ajah,5,6,7,"220,000,000"
Ajah,3,0,0,"18,500,000"
Ajah,0,0,0,"45,000,000"
Ajah,3,3,3,"45,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"22,000,000"
Ajah,0,0,0,"37,000,000"
Ajah,2,0,0,"10,000,000"
Ajah,4,0,0,"60,000,000"
Ajah,6,0,0,"50,000,000"
Ajah,3,0,0,"28,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,2,0,0,"13,000,000"
Ajah,3,0,0,"17,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,0,0,0,"50,000,000"
Ajah,3,0,0,"18,000,000"
Ajah,0,0,0,"250,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,5,5,6,"1,600,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"55,000,000"
Ajah,0,0,0,"14,000,000"
Ajah,2,0,0,"40,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,4,4,5,"18,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,3,0,0,"39,000,000"
Ajah,3,0,3,"11,000,000"
Ajah,2,0,0,"13,000,000"
Ajah,3,0,0,"17,000,000"
Ajah,7,0,0,"27,000,000"
Ajah,4,0,0,"32,000,000"
Ajah,0,0,0,"13,500,000"
Ajah,0,0,0,"27,000,000"
Ajah,0,0,0,"50,000,000/year"
Ajah,0,0,0,"22,000,000"
Ajah,0,0,0,"22,000,000"
Ajah,3,3,4,"65,000,000"
Ajah,0,0,0,"250,000,000"
Ajah,2,0,0,"8,500,000"
Ajah,0,0,0,"35,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"50,000,000"
Ajah,4,0,0,"12,000,000"
Ajah,0,0,0,"38,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"16,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"27,000,000"
Ajah,5,0,0,"35,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"80,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,7,0,0,"20,000,000"
Ajah,9,0,0,"8,000,000"
Ajah,0,0,0,"140,000,000"
Ajah,4,4,5,"18,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"18,000,000/year"
Ajah,0,0,0,"11,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,2,0,0,"25,000,000"
Ajah,5,0,0,"55,000,000"
Ajah,3,0,0,"22,000,000"
Ajah,0,0,0,"11,000,000"
Ajah,0,0,0,"50,000,000"
Ajah,3,0,0,"15,000,000"
Ajah,0,0,0,"60,000,000"
Ajah,0,0,0,"13,500,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"65,000,000"
Ajah,0,0,0,"65,000,000"
Ajah,3,4,4,"27,000,000"
Ajah,4,4,5,"65,000,000"
Ajah,0,0,0,"18,000,000"
Ajah,0,0,0,"120,000,000"
Ajah,0,0,0,"18,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"43,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"48,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"65,000,000"
Ajah,4,0,0,"60,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"23,000,000"
Ajah,0,0,0,20
Ajah,0,0,0,"9,500,000"
Ajah,3,3,3,"40,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,7,8,8,"55,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,3,0,0,"35,000,000"
Ajah,0,0,0,"80,000,000"
Ajah,3,3,3,"37,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,5,6,6,"1,550,000,000"
Ajah,0,0,0,"100,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,4,5,5,"15,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,3,4,4,"25,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"22,000,000"
Ajah,3,0,0,"18,000,000"
Ajah,3,0,0,"14,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,3,3,0,"40,000,000"
Ajah,4,4,0,"25,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,2,0,0,"20,000,000"
Ajah,0,0,0,"6,500,000"
Ajah,3,3,3,"18,000,000"
Ajah,0,0,0,"80,000,000"
Ajah,0,0,0,"60,000,000"
Ajah,5,6,6,"1,200,000,000"
Ajah,0,0,0,"220,000,000"
Ajah,2,3,3,"55,000,000/month"
Ajah,0,0,0,"9,000,000"
Ajah,3,4,4,"22,000,000"
Ajah,0,0,0,"50,000,000"
Ajah,0,0,0,"4,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"65,000,000"
Ajah,0,0,0,"33,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"140,000,000"
Ajah,3,0,0,"35,000,000"
Ajah,0,0,0,"3,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"4,000,000"
Ajah,4,5,5,"35,000,000"
Ajah,2,2,2,"8,500,000"
Ajah,3,4,4,"70,000,000"
Ajah,0,0,0,"190,000,000"
Ajah,0,0,0,"13,000,000"
Ajah,6,6,7,"2,200,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"13,000,000"
Ajah,2,3,3,"12,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"9,000,000"
Ajah,3,4,4,"9,000,000"
Ajah,4,0,0,"40,000,000"
Ajah,2,3,3,"20,000,000"
Ajah,3,3,3,"35,000,000"
Ajah,0,0,0,"18,000,000"
Ajah,2,3,3,"25,000,000"
Ajah,0,0,0,"120,000,000"
Ajah,2,3,2,"13,500,000"
Ajah,3,3,3,"34,000,000"
Ajah,0,0,0,"16,000,000"
Ajah,4,5,5,"11,000,000"
Ajah,0,0,0,"8,000,000/sqm"
Ajah,3,3,3,"13,000,000"
Ajah,3,3,3,"38,000,000"
Ajah,0,0,0,"8,500,000"
Ajah,3,3,4,"13,100,000"
Ajah,3,3,3,"25,000,000"
Ajah,5,6,6,"35,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"75,000,000"
Ajah,0,0,0,"8,000,000/sqm"
Ajah,6,7,7,"45,000,000"
Ajah,0,0,0,"85,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,0,0,0,"300,000,000"
Ajah,0,0,0,"85,000,000/sqm"
Ajah,0,0,0,"85,000,000/sqm"
Ajah,0,0,0,"180,000,000"
Ajah,0,0,0,"5,700,000"
Ajah,4,5,5,"80,000,000"
Ajah,3,3,3,"40,000,000"
Ajah,0,0,0,"250,000,000"
Ajah,0,0,0,"80,000,000"
Ajah,0,0,0,"4,000,000"
Ajah,3,3,4,"50,000,000"
Ajah,0,2,2,"35,000,000"
Ajah,4,4,5,"50,000,000"
Ajah,4,4,5,"65,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,4,"17,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,3,3,4,"44,000,000"
Ajah,0,0,0,"13,000,000"
Ajah,9,6,6,"90,000,000"
Ajah,0,0,0,"5,700,000"
Ajah,4,4,3,"70,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,4,5,7,"25,000,000"
Ajah,2,2,2,"13,500,000"
Ajah,0,0,0,"65,000,000"
Ajah,0,0,0,"5,700,000"
Ajah,0,0,0,"14,000,000"
Ajah,3,0,0,"35,000,000"
Ajah,4,0,0,"18,000,000"
Ajah,0,0,0,"140,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,3,3,5,"1,450,000"
Ajah,3,0,0,"22,000,000"
Ajah,0,0,0,"5,000,000"
Ajah,0,0,0,"55,000,000"
Ajah,2,0,0,"12,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"5,700,000"
Ajah,0,0,0,"5,000,000"
Ajah,0,0,0,"100,000,000"
Ajah,3,0,0,"50,000,000"
Ajah,3,0,0,"25,000,000"
Ajah,0,0,0,"55,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,0,0,0,"35,000,000"
Ajah,0,0,0,"8,000,000/day"
Ajah,4,1,2,"230,000/month"
Ajah,0,0,0,"18,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,6,0,0,"28,000,000"
Ajah,0,0,0,"57,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,2,2,"35,000,000"
Ajah,0,0,0,"150,000,000"
Ajah,0,0,0,"55,000,000"
Ajah,0,0,0,"38,000,000"
Ajah,0,2,4,"27,000,000"
Ajah,0,5,5,"27,000,000"
Ajah,0,0,0,"35,000,000"
Ajah,3,2,3,"22,500,000"
Ajah,0,5,5,"27,000,000"
Ajah,0,0,0,"17,000,000"
Ajah,4,4,5,"40,000,000"
Ajah,2,2,2,"35,000,000"
Ajah,6,6,6,"25,000,000"
Ajah,3,2,3,"22,500,000"
Ajah,0,0,0,"4,000,000"
Ajah,0,0,0,"3,800,000"
Ajah,3,5,5,"13,000,000"
Ajah,3,5,5,"13,000,000"
Ajah,2,2,2,"25,000,000"
Ajah,5,5,5,"11,500,000"
Ajah,0,0,0,"35,000,000/sqm"
Ajah,5,6,6,"1,200,000,000"
Ajah,0,0,0,"90,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"5,700,000"
Ajah,0,1,1,"27,000,000"
Ajah,1,1,1,"28,000,000"
Ajah,3,3,3,"20,000,000"
Ajah,2,3,3,"15,000,000/year"
Ajah,8,8,8,"28,000,000"
Ajah,1,1,1,"23,500,000"
Ajah,3,3,3,"15,000,000/sqm"
Ajah,1,1,1,"35,000,000"
Ajah,4,4,4,"7,500,000"
Ajah,2,3,3,"14,000,000"
Ajah,1,1,1,"26,000,000"
Ajah,1,1,1,"26,000,000"
Ajah,1,1,1,"17,000,000"
Ajah,8,8,8,"40,000,000"
Ajah,3,4,4,"19,500,000"
Ajah,0,0,0,"4,500,000"
Ajah,2,3,3,"15,000,000"
Ajah,1,0,0,"30,000"
Ajah,0,0,0,"11,000,000"
Ajah,3,3,3,"12,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,9,9,9,"17,000,000"
Ajah,8,8,8,"25,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,2,3,3,"6,000,000"
Ajah,4,4,4,"14,000,000"
Ajah,3,3,3,"6,000,000"
Ajah,4,4,4,"8,500,000"
Ajah,9,9,9,"25,000,000"
Ajah,6,6,6,"28,000,000"
Ajah,4,4,4,"9,000,000"
Ajah,1,1,1,"10,000,000"
Ajah,1,1,1,"14,000,000"
Ajah,1,1,1,"27,000,000"
Ajah,4,4,4,"17,000,000"
Ajah,4,4,4,"7,500,000"
Ajah,4,4,4,"13,000,000"
Ajah,3,3,3,"11,500,000"
Ajah,5,6,6,"1,550,000,000"
Ajah,3,3,3,"18,000,000"
Ajah,3,3,3,"8,500,000"
Ajah,0,0,0,"7,500,000"
Ajah,1,1,1,"20,000,000"
Ajah,0,0,0,"14,000,000"
Ajah,3,3,3,"6,000,000"
Ajah,2,3,0,"30,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,1,2,8,"50,000,000"
Ajah,6,0,0,"60,000,000"
Ajah,3,4,4,"40,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,5,0,0,"35,000,000"
Ajah,7,0,0,"70,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"13,500,000"
Ajah,3,3,4,"14,500,000"
Ajah,4,5,5,"90,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"5,700,000/day"
Ajah,3,3,5,"1,450,000"
Ajah,3,3,3,"12,500,000/day"
Ajah,3,3,4,"18,900,000"
Ajah,3,3,3,"27,500,000/day"
Ajah,0,0,0,"7,000,000/day"
Ajah,0,0,0,"6,000,000"
Ajah,2,2,2,"8,500,000/day"
Ajah,1,0,0,"50,000,000"
Ajah,1,0,0,"7,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,3,3,4,"15,000,000"
Ajah,0,0,0,"1,200,000,000"
Ajah,2,0,0,"9,500,000"
Ajah,3,0,0,"30,000,000"
Ajah,3,0,0,"15,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"5,000,000"
Ajah,3,2,2,"15,000,000"
Ajah,3,0,0,"50,000,000"
Ajah,0,0,0,"45,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,1,0,0,"30,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"7,200,000"
Ajah,3,0,0,"25,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,4,4,5,"55,000,000"
Ajah,4,4,5,"55,000,000"
Ajah,1,0,0,"10,000,000"
Ajah,4,4,5,"150,000,000"
Ajah,0,0,0,"35,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"7,500,000"
Ajah,0,0,0,"13,500,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,0,0,0,"18,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"22,000,000"
Ajah,3,3,4,"13,100,000"
Ajah,0,0,0,"28,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"17,000,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"35,000,000"
Ajah,0,0,0,"7,000,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"11,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"23,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,2,3,3,"27,000,000"
Ajah,0,0,0,"350,000,000"
Ajah,0,0,0,"25,500,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"29,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,5,6,7,"220,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"4,000,000/sqm"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"35,000,000"
Ajah,0,0,0,"9,300,000"
Ajah,0,0,0,"850,000,000"
Ajah,3,3,4,"30,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"8,500,000"
Ajah,0,0,0,"28,000,000"
Ajah,5,5,6,"80,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"9,000,000"
Ajah,4,4,5,"17,000,000"
Ajah,0,0,0,"4,500,000"
Ajah,0,0,0,"12,000,000"
Ajah,2,2,2,"25,000,000"
Ajah,0,0,0,"7,200,000"
Ajah,0,0,0,"400,000,000"
Ajah,3,4,5,"38,000,000"
Ajah,0,0,0,"8,500,000"
Ajah,0,0,0,"55,000,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"5,500,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"20,000,000/month"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"12,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"17,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"45,000,000"
Ajah,3,3,4,"27,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"135,000,000"
Ajah,0,0,0,"7,000,000,000"
Ajah,4,4,5,"18,000,000"
Ajah,0,0,0,"7,000,000,000"
Ajah,0,0,0,"350,000,000"
Ajah,4,5,0,"65,000,000"
Ajah,0,0,0,"45,000,000/sqm"
Ajah,0,0,0,"25,000,000/sqm"
Ajah,0,0,0,"300,000,000"
Ajah,3,3,4,"90,000,000"
Ajah,0,0,0,"22,000,000"
Ajah,0,0,0,"7,000,000/sqm"
Ajah,0,0,0,"1,500,000"
Ajah,4,4,5,"60,000,000"
Ajah,0,0,0,"4,000,000"
Ajah,3,4,4,"90,000,000"
Ajah,0,0,0,"9,500,000"
Ajah,0,0,0,"10,000,000"
Ajah,3,3,3,"20,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"50,000,000/sqm"
Ajah,0,0,0,"48,000,000"
Ajah,5,5,6,"50,000,000"
Ajah,5,5,6,"1,600,000,000"
Ajah,6,6,6,"23,000,000"
Ajah,0,0,0,"40,000,000"
Ajah,0,0,0,"80,000,000"
Ajah,0,0,0,"150,000,000"
Ajah,2,0,0,"13,000,000"
Ajah,3,0,0,"60,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,2,2,2,"9,500,000"
Ajah,0,0,0,"31,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,3,3,4,"12,500,000"
Ajah,4,4,5,"55,000,000"
Ajah,0,0,0,"3,500,000"
Ajah,0,0,0,"10,000,000"
Ajah,3,3,4,"12,500,000"
Ajah,0,0,0,"70,000,000"
Ajah,0,0,0,"3,000,000"
Ajah,2,2,2,"9,500,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,3,4,5,"38,000,000"
Ajah,3,3,4,"25,000,000"
Ajah,3,3,4,"27,500,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,3,3,3,"12,500,000"
Ajah,0,0,0,"27,500,000"
Ajah,0,0,0,"110,000,000"
Ajah,0,0,0,"270,000,000"
Ajah,0,0,0,"180,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,3,3,4,"27,500,000"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,0,0,0,"1,500,000"
Ajah,0,0,0,"20,000,000"
Ajah,3,2,2,"35,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,3,3,4,"12,500,000"
Ajah,4,4,5,"65,000,000"
Ajah,2,2,2,"9,500,000"
Ajah,0,0,1,"16,000,000"
Ajah,3,3,3,"30,000,000"
Ajah,0,0,0,"3,500,000"
Ajah,0,0,0,"27,000,000"
Ajah,3,0,0,"38,000,000"
Ajah,4,0,0,"28,000,000"
Ajah,3,3,4,"27,500,000"
Ajah,0,0,0,"2,000,000"
Ajah,3,0,0,"50,000,000"
Ajah,0,0,0,"2,500,000,000"
Ajah,3,3,3,"30,000,000"
Ajah,0,0,0,"7,000,000"
Ajah,3,3,3,"30,000,000"
Ajah,0,0,0,"27,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,3,3,3,"12,500,000"
Ajah,0,0,0,"80,000,000"
Ajah,0,0,0,"9,000,000"
Ajah,6,6,7,"700,000,000"
Ajah,0,0,0,"140,000,000"
Ajah,0,0,0,"8,500,000"
Ajah,3,3,3,"12,500,000"
Ajah,0,0,0,"40,000,000"
Ajah,9,9,9,"50,000,000"
Ajah,2,2,3,"8,500,000"
Ajah,0,0,0,"3,500,000"
Ajah,0,0,0,"26,000,000"
Ajah,0,0,0,"50,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"8,500,000/sqm"
Ajah,0,0,0,"8,500,000"
Ajah,0,0,0,"30,000,000"
Ajah,4,4,5,"60,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"13,000,000"
Ajah,0,0,0,"27,000,000"
Ajah,0,0,0,"8,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,4,4,5,"18,000,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"14,500,000"
Ajah,0,0,0,"9,500,000"
Ajah,0,0,0,"26,000,000"
Ajah,0,0,0,"20,000,000,000"
Ajah,0,0,0,"27,000,000"
Ajah,0,0,0,"13,500,000"
Ajah,0,0,0,"13,000,000"
Ajah,0,0,0,"27,000,000"
Ajah,3,3,3,"5,000,000/sqm"
Ajah,0,0,0,"7,200,000"
Ajah,4,3,3,"60,000,000/sqm"
Ajah,0,0,0,"27,000,000"
Ajah,0,0,0,"19,500,000"
Ajah,0,0,0,"7,000,000"
Ajah,4,4,5,"65,000,000/sqm"
Ajah,0,0,0,"6,000,000"
Ajah,2,2,3,"55,000,000"
Ajah,0,0,0,"4,000,000/sqm"
Ajah,0,0,0,"6,000,000"
Ajah,5,6,7,"220,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,3,4,4,"30,000,000/sqm"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"150,000,000"
Ajah,5,4,5,"35,000,000/sqm"
Ajah,4,3,3,"65,000,000/sqm"
Ajah,4,4,5,"60,000,000"
Ajah,3,3,4,"30,000,000"
Ajah,2,2,2,"15,000,000"
Ajah,0,0,0,"3,500,000/sqm"
Ajah,0,0,0,"9,500,000/day"
Ajah,0,0,0,"65,000,000"
Ajah,0,0,0,"1,000,000"
Ajah,0,0,0,"3,500,000"
Ajah,0,0,0,"7,000,000/day"
Ajah,0,0,0,"30,000,000/day"
Ajah,0,0,0,"7,200,000/day"
Ajah,0,0,0,"12,500,000/day"
Ajah,0,0,0,"8,000,000/month"
Ajah,3,3,3,"40,000,000"
Ajah,6,7,8,"95,000,000"
Ajah,0,0,0,"20,000,000/sqm"
Ajah,2,3,3,"9,500,000/year"
Ajah,0,0,0,"8,000,000/sqm"
Ajah,0,0,0,"65,000,000"
Ajah,0,0,0,"16,000,000"
Ajah,0,0,0,"7,500,000"
Ajah,0,0,0,"19,000,000"
Ajah,0,0,0,"10,000/sqm"
Ajah,0,0,0,"60,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"15,000,000"
Ajah,0,0,0,"8,500,000"
Ajah,0,0,0,"27,500,000"
Ajah,0,0,0,"10,000,000"
Ajah,0,0,0,"2,000,000"
Ajah,0,0,0,"12,500,000"
Ajah,0,0,0,"7,000,000/year"
Ajah,0,0,0,"6,000,000"
Ajah,3,3,0,"30,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,6,6,7,"700,000,000"
Ajah,3,2,2,"80,000,000/day"
Ajah,0,0,0,"15,000,000/day"
Ajah,4,4,5,"35,000,000"
Ajah,3,3,4,"45,000,000"
Ajah,2,2,3,"12,000,000"
Ajah,3,3,3,"40,000,000/sqm"
Ajah,3,3,3,"60,000,000"
Ajah,2,2,3,"35,000,000"
Ajah,4,4,5,"60,000,000"
Ajah,3,3,3,"25,000,000"
Ajah,4,4,5,"60,000,000"
Ajah,0,0,0,"130,000,000"
Ajah,3,3,4,"45,000,000"
Ajah,2,3,3,"13,500,000"
Ajah,3,3,4,"25,000,000"
Ajah,0,0,0,"7,200,000/day"
Ajah,4,0,0,"40,000,000"
Ajah,0,0,0,"300,000,000"
Ajah,1,1,1,"15,000,000"
Ajah,0,0,0,"150,000,000"
Ajah,0,0,0,"300,000,000"
Ajah,1,1,1,"20,000,000"
Ajah,5,5,6,"70,000,000"
Ajah,4,4,4,"85,000,000"
Ajah,3,3,2,"45,000,000"
Ajah,6,4,4,"25,000,000"
Ajah,0,0,0,"20,000,000"
Ajah,0,0,0,"20,000,000/sqm"
Ajah,0,0,0,"35,000,000"
Ajah,4,0,0,"23,000,000"
Ajah,3,0,0,"25,000,000"
Ajah,0,0,0,"28,000,000"
Ajah,3,0,0,"15,000,000"
Ajah,5,0,0,"35,000,000"
Ajah,4,0,0,"57,000,000"
Ajah,2,0,0,"11,500,000"
Ajah,0,0,0,"7,500,000"
Ajah,1,1,0,"20,000,000"
Ajah,4,0,0,"55,000,000"
Ajah,3,0,0,"20,000,000"
Ajah,4,0,0,"60,000,000"
Ajah,7,7,8,"3,500,000"
Ajah,0,0,0,"14,000,000"
Ajah,0,0,0,"30,000,000"
Ajah,2,0,0,"8,000,000"
Ajah,0,0,0,"280,000,000"
Ajah,4,0,0,"25,000,000"
Ajah,4,0,0,"45,000,000"
Ajah,4,0,0,"45,000,000"
Ajah,0,0,0,"100,000,000"
Ajah,2,3,0,"25,000,000"
Ajah,0,0,0,"45,000,000"
Ajah,2,3,3,"50,000,000"
Ajah,4,5,5,"55,000,000"
Ajah,3,4,4,"35,000,000"
Ajah,3,3,0,"25,000,000"
Ajah,3,3,3,"42,000,000"
Ajah,4,5,5,"30,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"10,000/sqm"
Ajah,0,0,0,"6,000,000"
Ajah,3,2,2,"25,000,000"
Ajah,6,6,7,"2,200,000,000"
Ajah,3,2,2,"25,000,000"
Ajah,4,4,4,"18,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,3,0,0,"10,000,000"
Ajah,0,0,0,"25,000,000"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"17,000,000"
Ajah,3,2,3,"17,000,000"
Ajah,3,0,0,"20,000,000"
Ajah,4,0,0,"23,000,000"
Ajah,3,2,2,"25,000,000/month"
Ajah,0,0,0,"6,000,000"
Ajah,0,0,0,"1,900,000"
Ajah,0,0,0,"3,800,000"
Ajah,3,0,4,"13,000,000"
Ajah,0,0,0,"15,000,000"
Ajah,9,1,1,"50,000,000"
Ajah,1,1,1,"75,000,000"
Ajah,0,0,0,"7,500,000"
Ajah,4,0,0,"57,000,000"
Ajah,3,3,4,"155,000"
Ajah,0,0,0,"28,000,000"
Ajah,0,0,0,"70,000,000"
Ajah,4,0,0,"57,000,000"
Ajah,4,0,0,"65,000,000"
Ajah,4,0,0,"60,000,000"
Ajah,4,0,0,"45,000,000"
Ajah,4,0,0,"25,000,000"
Ajah,2,0,0,"8,000,000"
Ajah,5,5,5,"65,000,000"
Ajah,3,0,0,"16,500,000"
Ajah,2,0,0,"19,000,000"
Ajah,3,3,3,"7,000,000"
